 Area , Condition , Age Group , Sex , Year , Rate , Rate CV , Rate_95%_CI_Lower , Rate_95%_CI_Upper , Number , Population 
Manitoba,Diabetes,'65-79',Males,2000,16.94,1.05,16.59,17.29,"9,000","53,140"
Manitoba,Diabetes,'80+',Males,2000,15.15,1.95,14.58,15.74,"2,620","17,290"
Manitoba,Diabetes,'1+',Both sexes,2001,4.87,0.42,4.83,4.91,"57,220","1,174,510"
Manitoba,Diabetes,'1-19',Both sexes,2001,0.25,3.56,0.24,0.27,790,"312,520"
Manitoba,Diabetes,'20-34',Both sexes,2001,1.06,2,1.01,1.1,"2,510","237,720"
Manitoba,Diabetes,'35-49',Both sexes,2001,3.43,1.03,3.36,3.5,"9,370","273,460"
Manitoba,Diabetes,'50-64',Both sexes,2001,9.94,0.74,9.8,10.09,"18,360","184,670"
Manitoba,Diabetes,'65-79',Both sexes,2001,16.41,0.73,16.18,16.65,"18,960","115,530"
Manitoba,Diabetes,'80+',Both sexes,2001,14.29,1.18,13.96,14.62,"7,230","50,610"
Manitoba,Diabetes,'1+',Females,2001,4.79,0.59,4.73,4.84,"28,460","594,560"
Manitoba,Diabetes,'1-19',Females,2001,0.26,5.06,0.23,0.28,390,"152,320"
Manitoba,Diabetes,'20-34',Females,2001,1.18,2.68,1.12,1.24,"1,390","117,950"
Manitoba,Diabetes,'35-49',Females,2001,3.45,1.46,3.35,3.55,"4,690","136,020"
Manitoba,Diabetes,'50-64',Females,2001,8.96,1.1,8.76,9.15,"8,310","92,790"
Manitoba,Diabetes,'65-79',Females,2001,14.94,1.03,14.63,15.24,"9,350","62,600"
Manitoba,Diabetes,'80+',Females,2001,13.19,1.52,12.8,13.59,"4,340","32,900"
Manitoba,Diabetes,'1+',Males,2001,4.96,0.59,4.9,5.02,"28,760","579,950"
Manitoba,Diabetes,'1-19',Males,2001,0.25,5,0.23,0.28,400,"160,190"
Manitoba,Diabetes,'20-34',Males,2001,0.94,2.97,0.89,1,"1,130","119,790"
Manitoba,Diabetes,'35-49',Males,2001,3.41,1.46,3.31,3.5,"4,680","137,440"
Manitoba,Diabetes,'50-64',Males,2001,10.94,1,10.73,11.16,"10,050","91,870"
Manitoba,Diabetes,'65-79',Males,2001,18.17,1.02,17.81,18.53,"9,620","52,950"
Manitoba,Diabetes,'80+',Males,2001,16.37,1.86,15.78,16.97,"2,900","17,720"
Manitoba,Diabetes,'1+',Both sexes,2002,5.23,0.4,5.18,5.27,"61,540","1,177,770"
Manitoba,Diabetes,'1-19',Both sexes,2002,0.27,3.45,0.25,0.29,840,"310,980"
Manitoba,Diabetes,'20-34',Both sexes,2002,1.12,1.94,1.08,1.16,"2,660","237,710"
Manitoba,Diabetes,'35-49',Both sexes,2002,3.7,1,3.63,3.77,"10,050","271,620"
Manitoba,Diabetes,'50-64',Both sexes,2002,10.5,0.71,10.36,10.65,"20,030","190,680"
Manitoba,Diabetes,'65-79',Both sexes,2002,17.45,0.71,17.21,17.69,"20,030","114,780"
Manitoba,Diabetes,'80+',Both sexes,2002,15.25,1.12,14.92,15.59,"7,930","51,990"
Manitoba,Diabetes,'1+',Females,2002,5.12,0.57,5.07,5.18,"30,540","596,130"
Manitoba,Diabetes,'1-19',Females,2002,0.26,5,0.24,0.29,400,"151,670"
Manitoba,Diabetes,'20-34',Females,2002,1.24,2.62,1.18,1.3,"1,460","117,790"
Manitoba,Diabetes,'35-49',Females,2002,3.69,1.42,3.59,3.8,"4,990","135,090"
Manitoba,Diabetes,'50-64',Females,2002,9.52,1.05,9.33,9.72,"9,130","95,870"
Manitoba,Diabetes,'65-79',Females,2002,15.8,1.01,15.49,16.12,"9,790","61,950"
Manitoba,Diabetes,'80+',Females,2002,14.12,1.45,13.72,14.53,"4,770","33,780"
Manitoba,Diabetes,'1+',Males,2002,5.33,0.57,5.27,5.39,"31,000","581,630"
Manitoba,Diabetes,'1-19',Males,2002,0.27,4.82,0.25,0.3,430,"159,300"
Manitoba,Diabetes,'20-34',Males,2002,1,2.89,0.94,1.06,"1,200","119,920"
Manitoba,Diabetes,'35-49',Males,2002,3.71,1.4,3.61,3.82,"5,070","136,550"
Manitoba,Diabetes,'50-64',Males,2002,11.5,0.96,11.28,11.71,"10,900","94,810"
Manitoba,Diabetes,'65-79',Males,2002,19.38,0.99,19.01,19.76,"10,240","52,830"
Manitoba,Diabetes,'80+',Males,2002,17.3,1.78,16.7,17.91,"3,150","18,210"
Manitoba,Diabetes,'1+',Both sexes,2003,5.52,0.39,5.48,5.56,"65,400","1,185,200"
Manitoba,Diabetes,'1-19',Both sexes,2003,0.29,3.35,0.27,0.31,890,"310,440"
Manitoba,Diabetes,'20-34',Both sexes,2003,1.17,1.89,1.13,1.22,"2,810","239,420"
Manitoba,Diabetes,'35-49',Both sexes,2003,3.92,0.97,3.85,4,"10,610","270,380"
Manitoba,Diabetes,'50-64',Both sexes,2003,10.93,0.68,10.78,11.07,"21,570","197,420"
Manitoba,Diabetes,'65-79',Both sexes,2003,18.25,0.69,18.01,18.5,"20,870","114,340"
Manitoba,Diabetes,'80+',Both sexes,2003,16.25,1.08,15.91,16.59,"8,640","53,180"
Manitoba,Diabetes,'1+',Females,2003,5.38,0.56,5.33,5.44,"32,280","599,600"
Manitoba,Diabetes,'1-19',Females,2003,0.28,4.82,0.26,0.31,430,"151,350"
Manitoba,Diabetes,'20-34',Females,2003,1.31,2.54,1.24,1.37,"1,550","118,690"
Manitoba,Diabetes,'35-49',Females,2003,3.89,1.38,3.79,4,"5,230","134,350"
Manitoba,Diabetes,'50-64',Females,2003,9.87,1.01,9.68,10.07,"9,800","99,270"
Manitoba,Diabetes,'65-79',Females,2003,16.5,0.99,16.18,16.83,"10,130","61,380"
Manitoba,Diabetes,'80+',Females,2003,14.84,1.4,14.44,15.26,"5,130","34,560"
Manitoba,Diabetes,'1+',Males,2003,5.65,0.55,5.59,5.72,"33,110","585,590"
Manitoba,Diabetes,'1-19',Males,2003,0.28,4.71,0.26,0.31,450,"159,080"
Manitoba,Diabetes,'20-34',Males,2003,1.04,2.82,0.99,1.1,"1,260","120,730"
Manitoba,Diabetes,'35-49',Males,2003,3.96,1.36,3.85,4.06,"5,380","136,030"
Manitoba,Diabetes,'50-64',Males,2003,11.99,0.92,11.77,12.21,"11,770","98,160"
Manitoba,Diabetes,'65-79',Males,2003,20.29,0.96,19.91,20.68,"10,750","52,980"
Manitoba,Diabetes,'80+',Males,2003,18.89,1.69,18.28,19.53,"3,520","18,630"
Manitoba,Diabetes,'1+',Both sexes,2004,5.82,0.38,5.78,5.86,"69,390","1,192,090"
Manitoba,Diabetes,'1-19',Both sexes,2004,0.29,3.35,0.27,0.31,890,"309,870"
Manitoba,Diabetes,'20-34',Both sexes,2004,1.23,1.84,1.18,1.27,"2,950","240,350"
Manitoba,Diabetes,'35-49',Both sexes,2004,4.14,0.95,4.06,4.22,"11,130","268,980"
Manitoba,Diabetes,'50-64',Both sexes,2004,11.36,0.66,11.21,11.51,"23,260","204,780"
Manitoba,Diabetes,'65-79',Both sexes,2004,19.12,0.68,18.87,19.38,"21,800","114,000"
Manitoba,Diabetes,'80+',Both sexes,2004,17.28,1.03,16.93,17.64,"9,350","54,100"
Manitoba,Diabetes,'1+',Females,2004,5.68,0.54,5.62,5.74,"34,230","603,100"
Manitoba,Diabetes,'1-19',Females,2004,0.29,4.77,0.26,0.32,440,"151,210"
Manitoba,Diabetes,'20-34',Females,2004,1.35,2.49,1.29,1.42,"1,610","119,210"
Manitoba,Diabetes,'35-49',Females,2004,4.12,1.35,4.01,4.23,"5,500","133,630"
Manitoba,Diabetes,'50-64',Females,2004,10.26,0.97,10.06,10.45,"10,560","102,970"
Manitoba,Diabetes,'65-79',Females,2004,17.31,0.97,16.99,17.65,"10,560","60,990"
Manitoba,Diabetes,'80+',Females,2004,15.84,1.34,15.43,16.27,"5,560","35,090"
Manitoba,Diabetes,'1+',Males,2004,5.97,0.53,5.91,6.03,"35,150","588,970"
Manitoba,Diabetes,'1-19',Males,2004,0.28,4.71,0.26,0.31,450,"158,660"
Manitoba,Diabetes,'20-34',Males,2004,1.1,2.74,1.04,1.16,"1,330","121,120"
Manitoba,Diabetes,'35-49',Males,2004,4.16,1.33,4.05,4.27,"5,630","135,350"
Manitoba,Diabetes,'50-64',Males,2004,12.47,0.89,12.26,12.69,"12,700","101,810"
Manitoba,Diabetes,'65-79',Males,2004,21.2,0.94,20.81,21.6,"11,240","53,010"
Manitoba,Diabetes,'80+',Males,2004,19.98,1.62,19.35,20.62,"3,800","19,020"
Manitoba,Diabetes,'1+',Both sexes,2005,6.14,0.37,6.09,6.18,"73,420","1,196,700"
Manitoba,Diabetes,'1-19',Both sexes,2005,0.31,3.26,0.29,0.33,940,"308,170"
Manitoba,Diabetes,'20-34',Both sexes,2005,1.27,1.81,1.22,1.31,"3,050","240,980"
Manitoba,Diabetes,'35-49',Both sexes,2005,4.38,0.92,4.3,4.46,"11,700","267,230"
Manitoba,Diabetes,'50-64',Both sexes,2005,11.77,0.63,11.63,11.92,"24,860","211,170"
Manitoba,Diabetes,'65-79',Both sexes,2005,19.99,0.66,19.73,20.25,"22,850","114,290"
Manitoba,Diabetes,'80+',Both sexes,2005,18.28,1,17.93,18.64,"10,030","54,860"
Manitoba,Diabetes,'1+',Females,2005,5.98,0.53,5.91,6.04,"36,180","605,490"
Manitoba,Diabetes,'1-19',Females,2005,0.31,4.66,0.28,0.34,460,"150,350"
Manitoba,Diabetes,'20-34',Females,2005,1.4,2.45,1.33,1.46,"1,670","119,650"
Manitoba,Diabetes,'35-49',Females,2005,4.36,1.31,4.25,4.48,"5,800","132,920"
Manitoba,Diabetes,'50-64',Females,2005,10.64,0.94,10.44,10.84,"11,280","106,030"
Manitoba,Diabetes,'65-79',Females,2005,18.06,0.95,17.72,18.4,"11,020","61,020"
Manitoba,Diabetes,'80+',Females,2005,16.73,1.3,16.31,17.16,"5,940","35,500"
Manitoba,Diabetes,'1+',Males,2005,6.3,0.52,6.24,6.36,"37,240","591,210"
Manitoba,Diabetes,'1-19',Males,2005,0.3,4.61,0.27,0.33,470,"157,820"
Manitoba,Diabetes,'20-34',Males,2005,1.14,2.69,1.08,1.2,"1,380","121,330"
Manitoba,Diabetes,'35-49',Males,2005,4.39,1.3,4.28,4.51,"5,900","134,310"
Manitoba,Diabetes,'50-64',Males,2005,12.92,0.86,12.7,13.14,"13,580","105,140"
Manitoba,Diabetes,'65-79',Males,2005,22.19,0.92,21.79,22.6,"11,820","53,260"
Manitoba,Diabetes,'80+',Males,2005,21.13,1.56,20.48,21.78,"4,090","19,360"
Manitoba,Diabetes,'1+',Both sexes,2006,6.43,0.36,6.38,6.47,"77,310","1,202,440"
Manitoba,Diabetes,'1-19',Both sexes,2006,0.31,3.24,0.29,0.33,950,"307,210"
Manitoba,Diabetes,'20-34',Both sexes,2006,1.29,1.79,1.25,1.34,"3,130","241,960"
Manitoba,Diabetes,'35-49',Both sexes,2006,4.62,0.9,4.54,4.7,"12,250","265,260"
Manitoba,Diabetes,'50-64',Both sexes,2006,12.16,0.61,12.01,12.3,"26,450","217,570"
Manitoba,Diabetes,'65-79',Both sexes,2006,20.8,0.65,20.54,21.07,"23,890","114,850"
Manitoba,Diabetes,'80+',Both sexes,2006,19.15,0.97,18.79,19.52,"10,650","55,610"
Manitoba,Diabetes,'1+',Females,2006,6.25,0.51,6.19,6.32,"38,030","608,180"
Manitoba,Diabetes,'1-19',Females,2006,0.3,4.71,0.27,0.33,450,"150,030"
Manitoba,Diabetes,'20-34',Females,2006,1.41,2.43,1.34,1.48,"1,690","120,020"
Manitoba,Diabetes,'35-49',Females,2006,4.64,1.28,4.52,4.75,"6,120","132,000"
Manitoba,Diabetes,'50-64',Females,2006,11.01,0.91,10.81,11.21,"12,020","109,180"
Manitoba,Diabetes,'65-79',Females,2006,18.77,0.93,18.43,19.12,"11,460","61,040"
Manitoba,Diabetes,'80+',Females,2006,17.51,1.26,17.08,17.95,"6,290","35,920"
Manitoba,Diabetes,'1+',Males,2006,6.61,0.5,6.54,6.67,"39,270","594,240"
Manitoba,Diabetes,'1-19',Males,2006,0.31,4.56,0.28,0.33,480,"157,170"
Manitoba,Diabetes,'20-34',Males,2006,1.17,2.64,1.11,1.24,"1,430","121,920"
Manitoba,Diabetes,'35-49',Males,2006,4.61,1.28,4.49,4.72,"6,140","133,260"
Manitoba,Diabetes,'50-64',Males,2006,13.31,0.83,13.1,13.53,"14,430","108,400"
Manitoba,Diabetes,'65-79',Males,2006,23.1,0.9,22.69,23.51,"12,430","53,820"
Manitoba,Diabetes,'80+',Males,2006,22.15,1.51,21.5,22.82,"4,360","19,680"
Manitoba,Diabetes,'1+',Both sexes,2007,6.67,0.35,6.63,6.72,"80,810","1,211,120"
Manitoba,Diabetes,'1-19',Both sexes,2007,0.33,3.16,0.31,0.35,"1,000","307,510"
Manitoba,Diabetes,'20-34',Both sexes,2007,1.31,1.77,1.27,1.36,"3,200","243,740"
Manitoba,Diabetes,'35-49',Both sexes,2007,4.79,0.89,4.7,4.87,"12,590","263,050"
Manitoba,Diabetes,'50-64',Both sexes,2007,12.45,0.6,12.31,12.6,"27,900","224,060"
Manitoba,Diabetes,'65-79',Both sexes,2007,21.35,0.63,21.08,21.61,"24,850","116,410"
Manitoba,Diabetes,'80+',Both sexes,2007,20.01,0.94,19.65,20.39,"11,280","56,360"
Manitoba,Diabetes,'1+',Females,2007,6.47,0.5,6.4,6.53,"39,620","612,570"
Manitoba,Diabetes,'1-19',Females,2007,0.33,4.52,0.3,0.36,490,"150,090"
Manitoba,Diabetes,'20-34',Females,2007,1.44,2.4,1.37,1.5,"1,740","121,190"
Manitoba,Diabetes,'35-49',Females,2007,4.75,1.27,4.63,4.87,"6,220","130,920"
Manitoba,Diabetes,'50-64',Females,2007,11.3,0.89,11.1,11.49,"12,690","112,350"
Manitoba,Diabetes,'65-79',Females,2007,19.17,0.92,18.83,19.52,"11,840","61,750"
Manitoba,Diabetes,'80+',Females,2007,18.3,1.23,17.86,18.75,"6,640","36,280"
Manitoba,Diabetes,'1+',Males,2007,6.88,0.49,6.82,6.95,"41,200","598,560"
Manitoba,Diabetes,'1-19',Males,2007,0.33,4.39,0.3,0.36,520,"157,440"
Manitoba,Diabetes,'20-34',Males,2007,1.2,2.61,1.14,1.26,"1,470","122,570"
Manitoba,Diabetes,'35-49',Males,2007,4.82,1.25,4.7,4.94,"6,370","132,130"
Manitoba,Diabetes,'50-64',Males,2007,13.62,0.81,13.4,13.83,"15,210","111,700"
Manitoba,Diabetes,'65-79',Males,2007,23.8,0.88,23.39,24.21,"13,010","54,670"
Manitoba,Diabetes,'80+',Males,2007,23.07,1.47,22.41,23.74,"4,630","20,070"
Manitoba,Diabetes,'1+',Both sexes,2008,6.87,0.34,6.82,6.92,"84,100","1,224,390"
Manitoba,Diabetes,'1-19',Both sexes,2008,0.34,3.09,0.32,0.36,"1,050","309,220"
Manitoba,Diabetes,'20-34',Both sexes,2008,1.33,1.74,1.29,1.38,"3,300","247,440"
Manitoba,Diabetes,'35-49',Both sexes,2008,4.95,0.88,4.87,5.04,"12,960","261,780"
Manitoba,Diabetes,'50-64',Both sexes,2008,12.64,0.59,12.49,12.78,"29,120","230,450"
Manitoba,Diabetes,'65-79',Both sexes,2008,21.87,0.62,21.61,22.14,"25,890","118,360"
Manitoba,Diabetes,'80+',Both sexes,2008,20.63,0.92,20.26,21,"11,790","57,160"
Manitoba,Diabetes,'1+',Females,2008,6.65,0.49,6.58,6.71,"41,160","619,130"
Manitoba,Diabetes,'1-19',Females,2008,0.34,4.43,0.31,0.37,510,"150,920"
Manitoba,Diabetes,'20-34',Females,2008,1.43,2.38,1.36,1.5,"1,760","123,060"
Manitoba,Diabetes,'35-49',Females,2008,4.87,1.25,4.75,5,"6,350","130,280"
Manitoba,Diabetes,'50-64',Females,2008,11.53,0.87,11.34,11.73,"13,340","115,670"
Manitoba,Diabetes,'65-79',Females,2008,19.59,0.9,19.24,19.94,"12,240","62,480"
Manitoba,Diabetes,'80+',Females,2008,18.93,1.2,18.49,19.38,"6,950","36,710"
Manitoba,Diabetes,'1+',Males,2008,7.1,0.48,7.03,7.16,"42,950","605,260"
Manitoba,Diabetes,'1-19',Males,2008,0.33,4.34,0.31,0.36,530,"158,290"
Manitoba,Diabetes,'20-34',Males,2008,1.25,2.54,1.18,1.31,"1,550","124,390"
Manitoba,Diabetes,'35-49',Males,2008,5.03,1.23,4.91,5.15,"6,610","131,490"
Manitoba,Diabetes,'50-64',Males,2008,13.74,0.8,13.53,13.96,"15,770","114,770"
Manitoba,Diabetes,'65-79',Males,2008,24.41,0.86,24.01,24.83,"13,640","55,870"
Manitoba,Diabetes,'80+',Males,2008,23.69,1.44,23.03,24.37,"4,850","20,470"
Manitoba,Diabetes,'1+',Both sexes,2009,7.09,0.34,7.05,7.14,"87,920","1,239,550"
Manitoba,Diabetes,'1-19',Both sexes,2009,0.35,3.04,0.33,0.37,"1,080","310,790"
Manitoba,Diabetes,'20-34',Both sexes,2009,1.37,1.7,1.32,1.41,"3,450","252,240"
Manitoba,Diabetes,'35-49',Both sexes,2009,5.12,0.87,5.04,5.21,"13,360","260,750"
Manitoba,Diabetes,'50-64',Both sexes,2009,12.83,0.57,12.69,12.98,"30,460","237,320"
Manitoba,Diabetes,'65-79',Both sexes,2009,22.5,0.61,22.23,22.77,"27,110","120,500"
Manitoba,Diabetes,'80+',Both sexes,2009,21.49,0.9,21.12,21.87,"12,450","57,930"
Manitoba,Diabetes,'1+',Females,2009,6.85,0.48,6.78,6.91,"42,910","626,500"
Manitoba,Diabetes,'1-19',Females,2009,0.35,4.34,0.32,0.38,530,"151,630"
Manitoba,Diabetes,'20-34',Females,2009,1.47,2.32,1.41,1.54,"1,850","125,530"
Manitoba,Diabetes,'35-49',Females,2009,5.04,1.24,4.92,5.16,"6,550","129,940"
Manitoba,Diabetes,'50-64',Females,2009,11.67,0.85,11.47,11.86,"13,890","119,070"
Manitoba,Diabetes,'65-79',Females,2009,20.2,0.88,19.85,20.55,"12,790","63,320"
Manitoba,Diabetes,'80+',Females,2009,19.68,1.17,19.23,20.14,"7,280","36,990"
Manitoba,Diabetes,'1+',Males,2009,7.34,0.47,7.27,7.41,"45,010","613,050"
Manitoba,Diabetes,'1-19',Males,2009,0.35,4.23,0.32,0.38,560,"159,180"
Manitoba,Diabetes,'20-34',Males,2009,1.26,2.5,1.2,1.33,"1,600","126,720"
Manitoba,Diabetes,'35-49',Males,2009,5.21,1.21,5.08,5.33,"6,810","130,810"
Manitoba,Diabetes,'50-64',Males,2009,14.01,0.78,13.79,14.22,"16,560","118,240"
Manitoba,Diabetes,'65-79',Males,2009,25.05,0.84,24.64,25.46,"14,320","57,170"
Manitoba,Diabetes,'80+',Males,2009,24.68,1.39,24.01,25.36,"5,170","20,950"
Manitoba,Diabetes,'1+',Both sexes,2010,7.3,0.33,7.26,7.35,"91,950","1,259,060"
Manitoba,Diabetes,'1-19',Both sexes,2010,0.35,3,0.33,0.38,"1,110","313,740"
Manitoba,Diabetes,'20-34',Both sexes,2010,1.39,1.66,1.35,1.44,"3,610","258,920"
Manitoba,Diabetes,'35-49',Both sexes,2010,5.31,0.85,5.22,5.4,"13,820","260,340"
Manitoba,Diabetes,'50-64',Both sexes,2010,13.08,0.56,12.93,13.22,"31,970","244,460"
Manitoba,Diabetes,'65-79',Both sexes,2010,23.11,0.59,22.84,23.38,"28,400","122,890"
Manitoba,Diabetes,'80+',Both sexes,2010,22.18,0.88,21.8,22.56,"13,020","58,700"
Manitoba,Diabetes,'1+',Females,2010,7.05,0.47,6.98,7.11,"44,810","636,000"
Manitoba,Diabetes,'1-19',Females,2010,0.36,4.26,0.33,0.39,550,"152,970"
Manitoba,Diabetes,'20-34',Females,2010,1.5,2.28,1.43,1.56,"1,930","128,990"
Manitoba,Diabetes,'35-49',Females,2010,5.19,1.22,5.06,5.31,"6,730","129,750"
Manitoba,Diabetes,'50-64',Females,2010,11.97,0.83,11.78,12.17,"14,660","122,430"
Manitoba,Diabetes,'65-79',Females,2010,20.67,0.87,20.32,21.03,"13,330","64,480"
Manitoba,Diabetes,'80+',Females,2010,20.33,1.15,19.88,20.79,"7,600","37,380"
Manitoba,Diabetes,'1+',Males,2010,7.57,0.46,7.5,7.63,"47,140","623,070"
Manitoba,Diabetes,'1-19',Males,2010,0.35,4.23,0.32,0.38,560,"160,770"
Manitoba,Diabetes,'20-34',Males,2010,1.29,2.44,1.23,1.36,"1,680","129,930"
Manitoba,Diabetes,'35-49',Males,2010,5.44,1.19,5.31,5.56,"7,100","130,610"
Manitoba,Diabetes,'50-64',Males,2010,14.19,0.76,13.97,14.4,"17,310","122,030"
Manitoba,Diabetes,'65-79',Males,2010,25.8,0.81,25.39,26.22,"15,070","58,410"
Manitoba,Diabetes,'80+',Males,2010,25.45,1.36,24.77,26.13,"5,430","21,340"
Manitoba,Diabetes,'1+',Both sexes,2011,7.53,0.32,7.48,7.58,"96,280","1,278,420"
Manitoba,Diabetes,'1-19',Both sexes,2011,0.36,2.95,0.34,0.39,"1,150","316,090"
Manitoba,Diabetes,'20-34',Both sexes,2011,1.46,1.61,1.41,1.5,"3,880","266,210"
Manitoba,Diabetes,'35-49',Both sexes,2011,5.52,0.83,5.43,5.61,"14,350","259,860"
Manitoba,Diabetes,'50-64',Both sexes,2011,13.34,0.55,13.19,13.48,"33,280","249,560"
Manitoba,Diabetes,'65-79',Both sexes,2011,23.57,0.58,23.31,23.84,"30,060","127,510"
Manitoba,Diabetes,'80+',Both sexes,2011,22.93,0.86,22.55,23.32,"13,580","59,220"
Manitoba,Diabetes,'1+',Females,2011,7.23,0.46,7.17,7.3,"46,660","645,060"
Manitoba,Diabetes,'1-19',Females,2011,0.37,4.19,0.34,0.4,570,"153,990"
Manitoba,Diabetes,'20-34',Females,2011,1.58,2.18,1.52,1.65,"2,100","132,530"
Manitoba,Diabetes,'35-49',Females,2011,5.34,1.2,5.22,5.47,"6,920","129,510"
Manitoba,Diabetes,'50-64',Females,2011,12.18,0.81,11.99,12.38,"15,230","124,990"
Manitoba,Diabetes,'65-79',Females,2011,21.03,0.84,20.68,21.38,"14,010","66,620"
Manitoba,Diabetes,'80+',Females,2011,20.99,1.13,20.53,21.46,"7,860","37,450"
Manitoba,Diabetes,'1+',Males,2011,7.83,0.45,7.77,7.9,"49,620","633,360"
Manitoba,Diabetes,'1-19',Males,2011,0.36,4.15,0.33,0.39,580,"162,090"
Manitoba,Diabetes,'20-34',Males,2011,1.34,2.36,1.28,1.4,"1,790","133,690"
Manitoba,Diabetes,'35-49',Males,2011,5.71,1.16,5.58,5.84,"7,440","130,360"
Manitoba,Diabetes,'50-64',Males,2011,14.5,0.74,14.29,14.71,"18,060","124,570"
Manitoba,Diabetes,'65-79',Males,2011,26.36,0.79,25.95,26.77,"16,050","60,890"
Manitoba,Diabetes,'80+',Males,2011,26.27,1.32,25.6,26.96,"5,720","21,770"
Manitoba,Diabetes,'1+',Both sexes,2012,7.83,0.31,7.78,7.88,"101,680","1,299,040"
Manitoba,Diabetes,'1-19',Both sexes,2012,0.37,2.92,0.35,0.39,"1,170","318,600"
Manitoba,Diabetes,'20-34',Both sexes,2012,1.47,1.57,1.43,1.52,"4,060","275,700"
Manitoba,Diabetes,'35-49',Both sexes,2012,5.77,0.82,5.68,5.86,"14,900","258,260"
Manitoba,Diabetes,'50-64',Both sexes,2012,13.76,0.53,13.62,13.91,"34,970","254,060"
Manitoba,Diabetes,'65-79',Both sexes,2012,24.37,0.56,24.1,24.64,"32,350","132,750"
Manitoba,Diabetes,'80+',Both sexes,2012,23.84,0.84,23.44,24.23,"14,220","59,660"
Manitoba,Diabetes,'1+',Females,2012,7.5,0.45,7.43,7.57,"49,080","654,530"
Manitoba,Diabetes,'1-19',Females,2012,0.37,4.19,0.34,0.4,570,"155,090"
Manitoba,Diabetes,'20-34',Females,2012,1.6,2.14,1.54,1.67,"2,190","136,680"
Manitoba,Diabetes,'35-49',Females,2012,5.59,1.18,5.46,5.72,"7,200","128,730"
Manitoba,Diabetes,'50-64',Females,2012,12.5,0.79,12.31,12.7,"15,910","127,250"
Manitoba,Diabetes,'65-79',Females,2012,21.69,0.82,21.35,22.04,"15,030","69,290"
Manitoba,Diabetes,'80+',Females,2012,21.77,1.11,21.3,22.25,"8,160","37,480"
Manitoba,Diabetes,'1+',Males,2012,8.16,0.44,8.09,8.23,"52,600","644,500"
Manitoba,Diabetes,'1-19',Males,2012,0.37,4.08,0.34,0.4,600,"163,510"
Manitoba,Diabetes,'20-34',Males,2012,1.35,2.31,1.29,1.41,"1,880","139,030"
Manitoba,Diabetes,'35-49',Males,2012,5.94,1.14,5.81,6.08,"7,700","129,530"
Manitoba,Diabetes,'50-64',Males,2012,15.02,0.72,14.81,15.24,"19,050","126,790"
Manitoba,Diabetes,'65-79',Males,2012,27.29,0.76,26.88,27.7,"17,320","63,470"
Manitoba,Diabetes,'80+',Males,2012,27.29,1.29,26.61,27.99,"6,050","22,170"
Manitoba,Diabetes,'1+',Both sexes,2013,8.14,0.31,8.09,8.19,"107,220","1,317,410"
Manitoba,Diabetes,'1-19',Both sexes,2013,0.38,2.85,0.36,0.41,"1,230","320,220"
Manitoba,Diabetes,'20-34',Both sexes,2013,1.51,1.53,1.47,1.56,"4,290","283,240"
Manitoba,Diabetes,'35-49',Both sexes,2013,5.98,0.81,5.88,6.07,"15,400","257,620"
Manitoba,Diabetes,'50-64',Both sexes,2013,14.28,0.52,14.14,14.43,"36,930","258,560"
Manitoba,Diabetes,'65-79',Both sexes,2013,25.01,0.54,24.75,25.27,"34,480","137,870"
Manitoba,Diabetes,'80+',Both sexes,2013,24.86,0.82,24.46,25.26,"14,890","59,890"
Manitoba,Diabetes,'1+',Females,2013,7.8,0.44,7.73,7.86,"51,690","662,980"
Manitoba,Diabetes,'1-19',Females,2013,0.38,4.08,0.35,0.42,600,"155,880"
Manitoba,Diabetes,'20-34',Females,2013,1.65,2.08,1.58,1.72,"2,310","139,980"
Manitoba,Diabetes,'35-49',Females,2013,5.82,1.16,5.69,5.95,"7,470","128,390"
Manitoba,Diabetes,'50-64',Females,2013,12.99,0.77,12.8,13.19,"16,810","129,380"
Manitoba,Diabetes,'65-79',Females,2013,22.25,0.79,21.91,22.6,"16,010","71,940"
Manitoba,Diabetes,'80+',Females,2013,22.69,1.09,22.21,23.18,"8,490","37,410"
Manitoba,Diabetes,'1+',Males,2013,8.49,0.42,8.41,8.56,"55,530","654,430"
Manitoba,Diabetes,'1-19',Males,2013,0.38,4.02,0.35,0.41,620,"164,340"
Manitoba,Diabetes,'20-34',Males,2013,1.38,2.25,1.32,1.44,"1,980","143,260"
Manitoba,Diabetes,'35-49',Males,2013,6.14,1.12,6,6.27,"7,930","129,240"
Manitoba,Diabetes,'50-64',Males,2013,15.58,0.7,15.37,15.8,"20,130","129,200"
Manitoba,Diabetes,'65-79',Males,2013,28.01,0.74,27.61,28.42,"18,470","65,930"
Manitoba,Diabetes,'80+',Males,2013,28.47,1.25,27.78,29.18,"6,400","22,480"
Manitoba,Diabetes,'1+',Both sexes,2014,8.43,0.3,8.38,8.48,"112,640","1,335,640"
Manitoba,Diabetes,'1-19',Both sexes,2014,0.39,2.82,0.37,0.41,"1,260","322,440"
Manitoba,Diabetes,'20-34',Both sexes,2014,1.57,1.48,1.53,1.62,"4,550","289,250"
Manitoba,Diabetes,'35-49',Both sexes,2014,6.21,0.79,6.11,6.3,"16,030","258,290"
Manitoba,Diabetes,'50-64',Both sexes,2014,14.68,0.51,14.54,14.83,"38,510","262,270"
Manitoba,Diabetes,'65-79',Both sexes,2014,25.62,0.52,25.36,25.88,"36,670","143,140"
